bioguide,twitter,name,first,last,gender,birthday,source,congress,chamber,state,district,senate_class,party,term_start,term_end,congress_start,congress_end,overlap_start,overlap_end
H001098,,Abraham J. Hamadeh,Abraham,Hamadeh,M,1991-05-15,current,119,house,AZ,8,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001183,RepDavid,David Schweikert,David,Schweikert,M,1962-03-03,current,119,house,AZ,1,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001211,RepGregStanton,Greg Stanton,Greg,Stanton,M,1970-03-08,current,119,house,AZ,4,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
A000371,RepPeteAguilar,Pete Aguilar,Pete,Aguilar,M,1979-06-19,current,119,house,CA,33,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B001300,RepBarragan,Nanette Diaz Barragán,Nanette,Barragán,F,1976-09-15,current,119,house,CA,44,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B001287,RepBera,Ami Bera,Ami,Bera,M,1965-03-02,current,119,house,CA,6,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B001285,RepBrownley,Julia Brownley,Julia,Brownley,F,1952-08-28,current,119,house,CA,26,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C000059,KenCalvert,Ken Calvert,Ken,Calvert,M,1953-06-08,current,119,house,CA,41,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001112,RepCarbajal,Salud O. Carbajal,Salud,Carbajal,M,1964-11-18,current,119,house,CA,24,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001080,RepJudyChu,Judy Chu,Judy,Chu,F,1953-07-07,current,119,house,CA,28,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001123,,"Gilbert Ray Cisneros, Jr.",Gilbert,Cisneros,M,1971-02-12,current,119,house,CA,31,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001110,RepLouCorrea,J. Luis Correa,J.,Correa,M,1958-01-24,current,119,house,CA,46,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001059,RepJimCosta,Jim Costa,Jim,Costa,M,1952-04-13,current,119,house,CA,21,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
D000623,RepDeSaulnier,Mark DeSaulnier,Mark,DeSaulnier,M,1952-03-31,current,119,house,CA,10,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
F000480,RepVinceFong,Vince Fong,Vince,Fong,M,1979-10-24,current,119,house,CA,20,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
F000483,RepFriedmanCA,Laura Friedman,Laura,Friedman,F,1966-12-03,current,119,house,CA,30,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
G000559,RepGaramendi,John Garamendi,John,Garamendi,M,1945-01-24,current,119,house,CA,8,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
G000598,RepRobertGarcia,Robert Garcia,Robert,Garcia,M,1977-12-02,current,119,house,CA,42,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
G000585,RepJimmyGomez,Jimmy Gomez,Jimmy,Gomez,M,1974-11-25,current,119,house,CA,34,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
G000605,RepAdamGrayCA,Adam Gray,Adam,Gray,M,1977-09-23,current,119,house,CA,13,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
H001090,RepJoshHarder,Josh Harder,Josh,Harder,M,1986-08-01,current,119,house,CA,9,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
H001068,RepHuffman,Jared Huffman,Jared,Huffman,M,1964-02-18,current,119,house,CA,2,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
I000056,repdarrellissa,Darrell Issa,Darrell,Issa,M,1953-11-01,current,119,house,CA,48,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
J000305,RepSaraJacobs,Sara Jacobs,Sara,Jacobs,F,1989-02-01,current,119,house,CA,51,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
K000400,RepKamlagerDove,Sydney Kamlager-Dove,Sydney,Kamlager-Dove,F,1972-07-20,current,119,house,CA,37,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
K000389,RepRoKhanna,Ro Khanna,Ro,Khanna,M,1976-09-13,current,119,house,CA,17,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
K000401,RepKiley,Kevin Kiley,Kevin,Kiley,M,1985-01-30,current,119,house,CA,3,,Independent,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
K000397,RepYoungKim,Young Kim,Young,Kim,F,1962-10-18,current,119,house,CA,40,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
L000578,,Doug LaMalfa,Doug,LaMalfa,M,1960-07-02,historical,119,house,CA,1,,Republican,2025-01-03,2026-01-05,2025-01-03,2027-01-03,2025-01-03,2026-01-05
L000593,RepMikeLevin,Mike Levin,Mike,Levin,M,1978-10-28,current,119,house,CA,49,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
L000607,repliccardo,Sam T. Liccardo,Sam,Liccardo,M,1970-04-16,current,119,house,CA,16,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
L000582,RepTedLieu,Ted Lieu,Ted,Lieu,M,1969-03-29,current,119,house,CA,36,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
L000397,RepZoeLofgren,Zoe Lofgren,Zoe,Lofgren,F,1947-12-21,current,119,house,CA,18,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001163,DorisMatsui,Doris O. Matsui,Doris,Matsui,F,1944-09-25,current,119,house,CA,7,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001177,RepMcClintock,Tom McClintock,Tom,McClintock,M,1956-07-10,current,119,house,CA,5,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001241,,Dave Min,Dave,Min,M,1976-03-05,current,119,house,CA,47,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001225,RepKevinMullin,Kevin Mullin,Kevin,Mullin,M,1970-06-15,current,119,house,CA,15,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
O000019,JayObernolte,Jay Obernolte,Jay,Obernolte,M,1970-08-18,current,119,house,CA,23,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
P000613,RepJimmyPanetta,Jimmy Panetta,Jimmy,Panetta,M,1969-10-01,current,119,house,CA,19,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
P000197,SpeakerPelosi,Nancy Pelosi,Nancy,Pelosi,F,1940-03-26,current,119,house,CA,11,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
P000608,RepScottPeters,Scott H. Peters,Scott,Peters,M,1958-06-17,current,119,house,CA,50,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
R000620,RepLuzRivas,Luz M. Rivas,Luz,Rivas,F,1974-02-06,current,119,house,CA,29,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
R000599,RepRaulRuizMD,Raul Ruiz,Raul,Ruiz,M,1972-08-25,current,119,house,CA,25,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S000344,BradSherman,Brad Sherman,Brad,Sherman,M,1954-10-24,current,119,house,CA,32,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001231,RepLSimon,Lateefah Simon,Lateefah,Simon,F,1977-01-29,current,119,house,CA,12,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001193,RepSwalwell,Eric Swalwell,Eric,Swalwell,M,1980-11-16,current,119,house,CA,14,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001156,RepLindaSanchez,Linda T. Sánchez,Linda,Sánchez,F,1969-01-28,current,119,house,CA,38,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
T000472,RepMarkTakano,Mark Takano,Mark,Takano,M,1960-12-10,current,119,house,CA,39,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
T000460,RepThompson,Mike Thompson,Mike,Thompson,M,1951-01-24,current,119,house,CA,4,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
T000474,NormaJTorres,Norma J. Torres,Norma,Torres,F,1965-04-04,current,119,house,CA,35,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
T000491,,Derek Tran,Derek,Tran,M,1980-12-22,current,119,house,CA,45,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
V000129,RepDavidValadao,David G. Valadao,David,Valadao,M,1977-04-14,current,119,house,CA,22,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
V000130,RepJuanVargas,Juan Vargas,Juan,Vargas,M,1961-03-07,current,119,house,CA,52,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
W000187,RepMaxineWaters,Maxine Waters,Maxine,Waters,F,1938-08-15,current,119,house,CA,43,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
W000830,Rep_Whitesides,George Whitesides,George,Whitesides,M,1974-03-03,current,119,house,CA,27,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B000825,RepBoebert,Lauren Boebert,Lauren,Boebert,F,1986-12-15,current,119,house,CO,4,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001137,RepJeffCrank,Jeff Crank,Jeff,Crank,M,1967-01-28,current,119,house,CO,5,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001121,RepJasonCrow,Jason Crow,Jason,Crow,M,1979-03-15,current,119,house,CO,6,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
D000197,RepDianaDeGette,Diana DeGette,Diana,DeGette,F,1957-07-29,current,119,house,CO,1,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
E000300,repgabeevans,Gabe Evans,Gabe,Evans,M,1986-07-28,current,119,house,CO,8,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
H001100,RepJeffHurd,Jeff Hurd,Jeff,Hurd,M,1979-08-15,current,119,house,CO,3,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
N000191,RepJoeNeguse,Joe Neguse,Joe,Neguse,M,1984-05-13,current,119,house,CO,2,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
P000620,reppettersen,Brittany Pettersen,Brittany,Pettersen,F,1981-12-06,current,119,house,CO,7,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001069,RepJoeCourtney,Joe Courtney,Joe,Courtney,M,1953-04-06,current,119,house,CT,2,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
D000216,RosaDeLauro,Rosa L. DeLauro,Rosa,DeLauro,F,1943-03-02,current,119,house,CT,3,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
H001081,RepJahanaHayes,Jahana Hayes,Jahana,Hayes,F,1973-03-08,current,119,house,CT,5,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
H001047,jahimes,James A. Himes,James,Himes,M,1966-07-05,current,119,house,CT,4,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
L000557,RepJohnLarson,John B. Larson,John,Larson,M,1948-07-22,current,119,house,CT,1,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
N000147,EleanorNorton,Eleanor Holmes Norton,Eleanor,Norton,F,1937-06-13,current,119,house,DC,0,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001238,,Sarah McBride,Sarah,McBride,F,1990-08-09,current,119,house,DE,0,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B001314,RepAaronBean,Aaron Bean,Aaron,Bean,M,1967-01-25,current,119,house,FL,4,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B001257,RepGusBilirakis,Gus M. Bilirakis,Gus,Bilirakis,M,1963-02-08,current,119,house,FL,12,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B001260,VernBuchanan,Vern Buchanan,Vern,Buchanan,M,1951-05-08,current,119,house,FL,16,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001039,RepKatCammack,Kat Cammack,Katherine,Cammack,F,1988-02-16,current,119,house,FL,3,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001066,USRepKCastor,Kathy Castor,Kathy,Castor,F,1966-08-20,current,119,house,FL,14,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001127,,Sheila Cherfilus-McCormick,Sheila,Cherfilus-McCormick,F,1979-01-25,current,119,house,FL,20,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
D000600,MarioDB,Mario Diaz-Balart,Mario,Diaz-Balart,M,1961-09-25,current,119,house,FL,26,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
D000032,RepDonaldsPress,Byron Donalds,Byron,Donalds,M,1978-10-28,current,119,house,FL,19,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
D000628,DrNealDunnFL2,Neal P. Dunn,Neal,Dunn,M,1953-02-16,current,119,house,FL,2,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
F000484,,Randy Fine,Randall,Fine,M,1974-04-20,current,119,house,FL,6,,Republican,2025-04-02,2027-01-03,2025-01-03,2027-01-03,2025-04-02,2027-01-03
F000462,RepLoisFrankel,Lois Frankel,Lois,Frankel,F,1948-05-16,current,119,house,FL,22,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
F000472,RepFranklin,Scott Franklin,C.,Franklin,M,1964-08-23,current,119,house,FL,18,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
F000476,RepMaxwellFrost,Maxwell Frost,Maxwell,Frost,M,1997-01-17,current,119,house,FL,10,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
G000593,RepCarlos,Carlos A. Gimenez,Carlos,Gimenez,M,1954-01-17,current,119,house,FL,28,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
H001099,repharidopolos,Mike Haridopolos,Mike,Haridopolos,M,1970-03-15,current,119,house,FL,8,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
L000597,RepLaurelLee,Laurel M. Lee,Laurel,Lee,F,1974-03-26,current,119,house,FL,15,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
L000596,RepLuna,Anna Paulina Luna,Anna,Luna,F,1989-05-06,current,119,house,FL,13,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001199,RepBrianMast,Brian J. Mast,Brian,Mast,M,1980-07-10,current,119,house,FL,21,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001216,RepMillsPress,Cory Mills,Cory,Mills,M,1980-07-30,current,119,house,FL,7,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001217,RepMoskowitz,Jared Moskowitz,Jared,Moskowitz,M,1980-12-18,current,119,house,FL,23,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
P000622,,Jimmy Patronis,Jimmy,Patronis,M,1972-04-13,current,119,house,FL,1,,Republican,2025-04-02,2027-01-03,2025-01-03,2027-01-03,2025-04-02,2027-01-03
R000609,RepRutherfordFL,John H. Rutherford,John,Rutherford,M,1952-09-02,current,119,house,FL,5,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S000168,RepMariaSalazar,Maria Elvira Salazar,Maria,Salazar,F,1961-11-01,current,119,house,FL,27,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001200,RepDarrenSoto,Darren Soto,Darren,Soto,M,1978-02-25,current,119,house,FL,9,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001214,RepGregSteube,W. Gregory Steube,W.,Steube,M,1978-05-19,current,119,house,FL,17,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
W000823,,Michael Waltz,Michael,Waltz,M,1974-01-31,historical,119,house,FL,6,,Republican,2025-01-03,2025-01-20,2025-01-03,2027-01-03,2025-01-03,2025-01-20
W000797,RepDWStweets,Debbie Wasserman Schultz,Debbie,Wasserman Schultz,F,1966-09-27,current,119,house,FL,25,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
W000806,RepWebster,Daniel Webster,Daniel,Webster,M,1949-04-27,current,119,house,FL,11,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
W000808,RepWilson,Frederica S. Wilson,Frederica,Wilson,F,1942-11-05,current,119,house,FL,24,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
A000372,RepRickAllen,Rick W. Allen,Rick,Allen,M,1951-11-07,current,119,house,GA,12,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B000490,SanfordBishop,"Sanford D. Bishop, Jr.",Sanford,Bishop,M,1947-02-04,current,119,house,GA,2,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001103,RepBuddyCarter,"Earl L. ""Buddy"" Carter",Earl,Carter,M,1957-09-06,current,119,house,GA,1,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001116,Rep_Clyde,Andrew S. Clyde,Andrew,Clyde,M,1963-11-22,current,119,house,GA,9,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001129,RepMikeCollins,Mike Collins,Mike,Collins,M,1967-07-02,current,119,house,GA,10,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
G000596,,Marjorie Taylor Greene,Marjorie,Greene,F,1974-05-27,historical,119,house,GA,14,,Republican,2025-01-03,2026-01-05,2025-01-03,2027-01-03,2025-01-03,2026-01-05
J000311,RepBrianJack,Brian Jack,Brian,Jack,M,1988-02-17,current,119,house,GA,3,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
J000288,RepHankJohnson,"Henry C. ""Hank"" Johnson, Jr.",Henry,Johnson,M,1954-10-02,current,119,house,GA,4,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
L000583,RepLoudermilk,Barry Loudermilk,Barry,Loudermilk,M,1963-12-22,current,119,house,GA,11,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001208,RepLucyMcBath,Lucy McBath,Lucy,McBath,F,1960-06-01,current,119,house,GA,6,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001218,RepMcCormick,Richard McCormick,Rich,McCormick,M,1968-10-07,current,119,house,GA,7,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001189,AustinScottGA08,Austin Scott,Austin,Scott,M,1969-12-10,current,119,house,GA,8,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001157,RepDavidScott,David Scott,David,Scott,M,1945-06-27,current,119,house,GA,13,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
W000788,RepNikema,Nikema Williams,Nikema,Williams,F,1978-07-30,current,119,house,GA,5,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001219,JMoylanforGuam,James C. Moylan,James (Jim),Moylan,M,1962-07-18,current,119,house,GU,0,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001055,RepEdCase,Ed Case,Ed,Case,M,1952-09-27,current,119,house,HI,1,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
T000487,RepJillTokuda,Jill N. Tokuda,Jill,Tokuda,F,1976-03-28,current,119,house,HI,2,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
F000446,RepFeenstra,Randy Feenstra,Randy,Feenstra,M,1969-01-14,current,119,house,IA,4,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
H001091,RepAshleyHinson,Ashley Hinson,Ashley,Hinson,F,1983-06-27,current,119,house,IA,2,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001215,RepMMM,Mariannette Miller-Meeks,Mariannette,Miller-Meeks,F,1955-09-06,current,119,house,IA,1,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
N000193,ZachNunn,Zachary Nunn,Zachary (Zach),Nunn,M,1979-05-04,current,119,house,IA,3,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
F000469,RepRussFulcher,Russ Fulcher,Russ,Fulcher,M,1973-07-19,current,119,house,ID,1,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001148,CongMikeSimpson,Michael K. Simpson,Michael,Simpson,M,1950-09-08,current,119,house,ID,2,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B001295,RepBost,Mike Bost,Mike,Bost,M,1960-12-30,current,119,house,IL,12,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B001315,RepNikkiB,Nikki Budzinski,Nicole (Nikki),Budzinski,F,1977-03-11,current,119,house,IL,13,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001117,RepCasten,Sean Casten,Sean,Casten,M,1971-11-23,current,119,house,IL,6,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
D000096,RepDannyDavis,Danny K. Davis,Danny,Davis,M,1941-09-06,current,119,house,IL,7,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
F000454,RepBillFoster,Bill Foster,Bill,Foster,M,1955-10-07,current,119,house,IL,11,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
G000586,RepChuyGarcia,"Jesús G. ""Chuy"" García",Jesús,García,M,1956-04-12,current,119,house,IL,4,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
J000309,,Jonathan L. Jackson,Jonathan,Jackson,M,1966-01-07,current,119,house,IL,1,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
K000385,RepRobinKelly,Robin L. Kelly,Robin,Kelly,F,1956-04-30,current,119,house,IL,2,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
K000391,CongressmanRaja,Raja Krishnamoorthi,Raja,Krishnamoorthi,M,1973-07-19,current,119,house,IL,8,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
L000585,RepLaHood,Darin LaHood,Darin,LaHood,M,1968-07-05,current,119,house,IL,16,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
M001211,RepMaryMiller,Mary E. Miller,Mary,Miller,F,1959-08-27,current,119,house,IL,15,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
Q000023,RepMikeQuigley,Mike Quigley,Mike,Quigley,M,1958-10-17,current,119,house,IL,5,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
R000617,repdeliaramirez,Delia C. Ramirez,Delia,Ramirez,F,1983-06-02,current,119,house,IL,3,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001145,JanSchakowsky,Janice D. Schakowsky,Janice,Schakowsky,F,1944-05-26,current,119,house,IL,9,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001190,RepSchneider,Bradley Scott Schneider,Bradley,Schneider,M,1961-08-20,current,119,house,IL,10,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
S001225,RepEricSorensen,Eric Sorensen,Eric,Sorensen,M,1976-03-18,current,119,house,IL,17,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
U000040,RepUnderwood,Lauren Underwood,Lauren,Underwood,F,1986-10-04,current,119,house,IL,14,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
B001307,RepJimBaird,James R. Baird,James,Baird,M,1945-06-04,current,119,house,IN,4,,Republican,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
C001072,RepAndreCarson,André Carson,André,Carson,M,1974-10-16,current,119,house,IN,7,,Democrat,2025-01-03,2027-01-03,2025-01-03,2027-01-03,2025-01-03,2027-01-03
